Group	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Pre_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics	Post_probiotics
ID	31BR290063	31BR290022	31BR290038	31BR290062	31BR290034	31BR290043	31BR290055	31BR290060	33BR020006	33BR020031	31BR290026	31BR290033	31BR290041	31BR290051	31BR290057	33BR020001	33BR020002	33BR020003	33BR020004	33BR020005	33BR020007	33BR020008	33BR020009	33BR020011	33BR020012	33BR020013	33BR020014	33BR020015	33BR020016	33BR020017	33BR020018	33BR020019	33BR020020	33BR020021	33BR020022	33BR020023	33BR020024	33BR020025	33BR020026	33BR020027	33BR020028	33BR020029	33BR020030	33BR020032	33BR020033	33BR020034	33BR020035	33BR020036	33BR020037	33BR020038	33BR020042	33BR020043	33BR020044	33BR020045	33BR020046	33BR020047	33BR020048	33BR020049	33BR020050	33BR020051	33BR020052	33BR020053	33BR020054	33BR020055	33BR020056	33BR020057	31BR290003	31BR290031	31BR290032	31BR290058	31BR290061	33BR020010	33BR020039	33BR020040	33BR020041	31CR290044	31CR290035	31CR290045	31CR290050	31CR290054	33CR020003	31CR290048	31CR290047	31CR290053	33CR020007	33CR020010	33CR020011	31CR290052	33CR020008	33CR020006	33CR020018	33CR020019	33CR020009	33CR020012	33CR020028	33CR020023	31CR290038	33CR020016	33CR020002	33CR020025	33CR020014	33CR020017	31CR290041	31CR290057	33CR020015	33CR020024	31CR290042	31CR290040	31CR290037	31CR290049	31CR290060	33CR020020	33CR020027	31CR290058	33CR020013	31CR290043	31CR290039	33CR020001
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Veillonella	0.008621689	0.001668712	0.011864986	0.011472929	0.001342051	0.007086922	0.006257359	0.003631403	0.00970004	0.004526339	0.001165654	0.00632052	0.00568904	0.000972015	0.000868621	0.006151523	0.00410427	0.010391522	0.010225035	0.008529264	0.009352226	0.010149758	0.007204886	0.008737997	0.007786531	0.006032314	0.00575557	0.001640944	0.010459736	0.010319151	0.009494058	0.009583698	0.010981452	0.009712948	0.003015114	0.008196893	0.010539079	0.007827059	0.008928109	0.003351063	0.009555363	0.004407404	0.002900662	0.008665888	0.005802107	0.003462139	0.006976015	0.005699472	0.094243967	0.007212459	0.002884531	0.007121398	0.001857281	0.006220212	0.003875771	0.005368416	0.007513221	0.004349499	0.009842326	0.010879013	0.003585985	0.000994936	0.005646426	0.006328126	0.003831599	0.001517441	0.003049671	0.005263278	0.000806284	0.002142759	0.004345214	0.007713583	0.005495384	0.000882094	0.007949749	0.006750944	0.061796824	0.347710524	0.05976299	0.317033734	0.381969719	0.014900034	0.663309412	0.328767958	0.183998104	0.380825014	0.076562024	0.080757404	0.483640794	0.175316937	0.439732522	0.260056477	0.400242213	0.326384034	0.016494445	0.150939223	0.131916224	0.271631076	0.606895865	0.157071344	0.294498402	0.290433697	0.597544047	0.484211002	0.600432376	0.317596432	0.426863463	0.521649874	0.672322591	0.530452238	0.784169224	0.620500042	0.511434729	0.400221824	0.198500685	0.257521996	0.291653024	0.081438017
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus	0.000107616	9.32515E-05	0.000408082	8.67928E-05	0.036476256	0.00222	0.013807356	0.039860765	0.000106541	0.198278345	0.003159248	0.000496268	0.001445324	0.001309085	0.003216612	0.000115782	1.34126E-05	8.11838E-05	0.000290334	0.000115338	0.000107851	0.000100805	0.000120752	5.5915E-05	0.000193139	9.2703E-05	7.37218E-05	4.98936E-05	4.09956E-05	0.000184362	6.62495E-05	0.001136633	0.079961544	0.146868816	0.678238869	0.24346761	0.159648386	0.275572755	0.167210432	0.640435413	0.084866972	0.53671883	0.687401254	0.036473253	0.2524469	0.243487689	0.322144778	0.341190025	0.034229623	0.258956813	0.492522745	0.082939052	0.330626717	0.259620804	0.215986828	0.424715053	0.182471505	0.521616942	0.15126974	0.325618954	0.614926029	0.847086634	0.473522842	0.392196467	0.529489143	0.807488668	0.007475414	0.011944758	0.001736967	0.692719761	0.001123846	0.000190302	0.387501166	0.887778104	0.24618362	0.002146538	0.041400914	0.001464583	0.142013682	0.001968038	0.023513709	0.001652549	0.005576178	0.010497995	0.000752834	0.081300984	0.005341359	0.038610039	0.010442047	0.003269921	0.012490304	0.018695542	0.198296743	0.014899187	0.00207636	0.000525246	0.001135223	0.071624708	0.03008002	0.003095265	0.003999222	0.018377885	0.001932728	0.001708629	0.020540759	0.048021108	0.047543942	0.006410776	0.009112183	0.018578138	0.001316754	0.002428212	0.00167529	0.001631687	0.004991374	0.002354196	0.000232359	0.006528926
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium	0.008133278	0.012328834	0.011293671	0.008700982	0.002248222	0.008794613	0.006314992	0.00351851	0.009046268	0.110541432	0.001590518	0.005128099	0.332403953	0.00120718	0.001099349	0.005255474	0.308256155	0.044569888	0.015498556	0.007364348	0.084411416	0.010886891	0.007884118	0.331078093	0.006226175	0.28893524	0.006808739	0.00196248	0.014629575	0.011650654	0.015787757	0.143534684	0.021913176	0.015088953	0.003680912	0.010918722	0.009031275	0.009254486	0.01235642	0.004205697	0.006504919	0.004041075	0.003098153	0.112460057	0.186848558	0.003950596	0.005957047	0.004253155	0.030369297	0.006064106	0.004523896	0.006726103	0.375523799	0.033550183	0.397149997	0.006777716	0.006753953	0.005524482	0.008031044	0.005624562	0.004362854	0.001473702	0.005237164	0.004273652	0.004668074	0.002916639	0.003331261	0.005589389	0.001331521	0.0028113	0.00379298	0.233310497	0.004729361	0.004410468	0.008992476	0.75046085	0.100735262	0.074794455	0.554954922	0.085768882	0.136340708	0.046524228	0.067763755	0.050246205	0.29016158	0.031331171	0.04199939	0.127863963	0.225192573	0.014264007	0.058108327	0.1979486	0.305111325	0.410049755	0.130606899	0.076637594	0.01504582	0.056963889	0.018873561	0.059222744	0.07176625	0.018236878	0.087880406	0.054043303	0.119866252	0.290206056	0.048089155	0.094162772	0.031452456	0.067712673	0.098767136	0.067940537	0.04970028	0.0664939	0.567970217	0.284764623	0.059167098	0.355057851
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Escherichia/Shigella	0.003290563	0.177496933	0.00372885	0.004073839	0.000894701	0.003342197	0.003507414	0.001759255	0.003094521	0.00168709	0.000838835	0.454002192	0.002306368	0.000274359	0.000312161	0.002003524	0.001549161	0.003171579	0.003357317	0.002468239	0.003240667	0.003502958	0.002596174	0.002744921	0.002343075	0.002006357	0.001411247	0.000271643	0.002898975	0.003359485	0.003577471	0.004579241	0.004873278	0.003704473	0.001407687	0.003517441	0.004127029	0.003743031	0.00516836	0.001439383	0.005616048	0.001808753	0.001653994	0.003702133	0.002735279	0.442633158	0.002737347	0.002120449	0.12942285	0.00354579	0.001658136	0.00319277	0.000897942	0.0026996	0.001078222	0.002339147	0.002736896	0.001587258	0.002885773	0.012381887	0.002015357	0.000471285	0.002309901	0.002565925	0.001592002	0.000584642	0.000993534	0.002032505	0.000405446	0.001122806	0.001622795	0.004554566	0.003923371	0.000686073	0.002602646	0.05538396	0.367317816	0.049555588	0.001585671	0.438243628	0.001885753	0.008127291	0.002202425	0.079161379	0.075757365	0.394605675	0.501059128	0.159861744	0.206124487	0.000551194	0.274446523	0.162277087	0.000271714	0.001000589	0.000339592	0.034196304	0.094322239	0.000668572	0.29807553	0.001077611	0.00070316	0.001363066	0.237554725	0.017348461	0.211045774	0.000270134	0.387380897	0.00016207	0.17207052	0.246714264	0.000562806	0.244741226	0.000357744	0.120595512	0.000253691	0.00243888	0.049577001	0.273008264
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	0.13692053	0.647146012	0.159804937	0.17841896	0.026634549	0.111390305	0.102488947	0.068291077	0.137819985	0.067080347	0.019750746	0.09208522	0.085038337	0.013231951	0.013477199	0.092544677	0.066332245	0.142022883	0.157957527	0.129490263	0.123109397	0.132047655	0.113602745	0.106111515	0.096757306	0.08130049	0.090698936	0.02069474	0.14968082	0.150034824	0.149453697	0.146535722	0.15371546	0.13374956	0.048888593	0.128972824	0.137427719	0.107064972	0.13002724	0.058452439	0.116704713	0.065218138	0.049835835	0.118695774	0.085042307	0.043848396	0.098580679	0.081900805	0.04216122	0.096166115	0.03955124	0.121969909	0.029593701	0.091368934	0.039719371	0.086817234	0.114199193	0.063524675	0.131867525	0.094821253	0.057223761	0.014557478	0.071350286	0.068863885	0.060482593	0.023661565	0.055499769	0.080458375	0.012868299	0.042118075	0.064446748	0.082350105	0.075896247	0.016073704	0.118028329	0.007275289	0.016871873	0.00192178	0.030770432	0.00259683	0.032538937	0.153605808	0.002524128	0.011523428	0.001645081	0.001418081	0.001181042	0.306892007	0.001498207	0.002584653	0.007748883	0.0353254	0.001940813	0.011013337	0.002386843	0.386339447	0.705779767	0.009049594	0.0021906	0.479980129	0.023103823	0.004015336	0.001067806	0.001401257	0.002963219	0.002098254	0.002472934	0.000990429	0.002738922	0.003531929	0.001412324	0.000762346	0.0009249	0.001471717	0.004160536	0.039276127	0.002048986	0.001545455
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	0.001572848	0.002134969	0.019312484	0.001578545	0.795090617	0.343697397	0.382308142	0.578456183	0.00260056	0.046201578	0.856613722	0.017893206	0.102781992	0.0936819	0.583061889	0.009725648	0.000824878	0.002262321	0.004117464	0.015357289	0.009722001	0.018025113	0.025861115	0.013968596	0.00733418	0.004211363	0.123547285	0.000465673	0.013095168	0.003548969	0.004270542	0.012805521	0.025327786	0.023789947	0.003005602	0.008636573	0.017759435	0.008342519	0.012563569	0.013078143	0.026363104	0.048538688	0.002332873	0.027145531	0.004676222	0.001980666	0.00361161	0.00335227	0.279848962	0.106447562	0.030697418	0.078049552	0.089840212	0.13659419	0.041271136	0.03905359	0.109617099	0.072587849	0.057948768	0.057030702	0.011529195	0.039662769	0.063081811	0.11471246	0.073643594	0.030486763	0.554360127	0.531833729	0.906595406	0.053954676	0.570095042	0.032820786	0.031546834	0.004508478	0.015849447	0.109244042	0.076006091	0.000542438	0.015460295	0.006933046	0.024507027	0.036446387	0.004916275	0.001066044	0.013181558	0.00103899	0.001188662	0.005860865	0.003843884	0.005348072	0.005268245	0.149284152	0.012141726	0.019621147	0.005782758	0.000449224	0.000814399	0.006104695	0.000615541	0.095853873	0.003509521	0.002282967	0.000373732	0.001048682	0.007361928	0.036009549	0.00223278	0.000477207	0.000684731	0.001013181	0.005405061	0.003225852	0.000689312	0.001098456	0.015570298	0.023474218	0.000876628	0.00122314
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.178360927	0.019033129	0.208784987	0.217345549	0.039676531	0.138018102	0.135117778	0.086692695	0.18515308	0.087753372	0.030840796	0.115506296	0.108963057	0.02237987	0.022692725	0.12379562	0.096691771	0.189169003	0.208422853	0.174443349	0.170836051	0.188706111	0.155710074	0.144367575	0.135400254	0.114051119	0.123610475	0.034099477	0.19354612	0.201179917	0.193540168	0.181141703	0.186121103	0.161903557	0.075197124	0.157646246	0.17465647	0.132266992	0.17153984	0.083877787	0.195187976	0.092876032	0.073503999	0.155675743	0.106496287	0.064320642	0.12166122	0.103552671	0.059184621	0.123263201	0.05593863	0.156980916	0.044382876	0.117954427	0.060540714	0.110956944	0.150229105	0.085849355	0.169732544	0.124564699	0.082387579	0.023100459	0.094601906	0.095043257	0.087040697	0.036313473	0.082952124	0.104196213	0.020525697	0.06191717	0.095914433	0.150630535	0.096299109	0.015289621	0.146257028	0.007742284	0.017437459	0.001123622	0.026782228	0.002033367	0.029939237	0.106196608	0.001658005	0.012691	0.000871335	0.00070202	0.000891496	0.010877858	0.000855037	0.001802553	0.007039537	0.025716672	0.001296463	0.01332977	0.001348663	0.000580535	0.001678156	0.008062655	0.002063871	0.005303986	0.011156384	0.004935238	0.000907635	0.001184288	0.002219532	0.001476316	0.001642132	0.000963417	0.001512427	0.002585031	0.001624704	0.000550583	0.000253039	0.001493047	0.004661576	0.034601607	0.001594829	0.000892562
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Klebsiella	0.00044702	0.000142331	0.001071215	0.000526182	0.000160587	0.000646483	0.000658669	0.000329272	0.000309936	0.000436175	0.000141621	0.00047559	0.000522777	0.780457788	0.001004343	0.286171659	0.000288372	0.000692768	0.000496207	0.000438285	0.0007755	0.000409518	0.000578605	0.000452404	0.000437103	0.000278109	0.000258026	0.740985897	0.000491947	0.000522359	0.000535092	0.001022152	0.000895092	0.000569224	0.000399479	0.000607177	0.000722813	0.000578901	0.000652518	0.000359846	0.000646452	0.000652525	0.000253036	0.010672072	0.000462787	0.000128824	0.000530587	0.000606718	0.000421893	0.000550672	0.000431741	0.000170281	9.20966E-05	0.000187859	0.00012385	0.000297842	0.000759268	0.000178652	0.000644694	0.000717791	0.000360287	5.2365E-05	0.000443945	0.000476777	0.000451967	0.000308743	0.000191269	0.000394367	0.000382409	0.000299986	0.000179234	0.000291797	0.001105738	0.000686073	0.001593287	0.000188437	0.219595388	0.324455431	0.000168177	0.000383808	0.087109366	0.0013997	0.003291265	0.432448348	0.356132108	0.046838802	0.145062481	0.000878552	0.000128634	0.436664829	0.097329788	0.000208766	6.2106E-05	0.000253574	0.737466647	0.009219456	0.000518254	0.398158245	0.000135781	0.095112538	0.181760536	0.075740789	0.000704752	0.024897166	6.91802E-05	0.116911672	0.000318041	0.090516194	0.000647108	0.000312476	0.016586847	4.23525E-05	0.042013141	0.039651054	0.002803288	0.002777613	0.000105618	0.062570248
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Enterobacter	0.000343543	8.83436E-05	0.000499901	0.000352596	5.73526E-05	0.00082945	0.000584569	0.000235195	0.000406791	0.000205743	0.000174303	0.00031706	0.000317766	0.002900368	0.103949511	0.000840675	0.000301785	0.000135306	0.000300892	0.000593992	0.000277331	0.000233111	0.000291818	0.000167745	0.000147395	0.000178784	7.89877E-05	0.001823887	0.00036896	0.000435299	0.00061663	0.000850431	0.001259759	0.000650542	0.000256808	0.000795612	0.000909345	0.000737504	0.000838952	0.000292375	0.000383831	0.000446464	0.000166634	0.000330917	0.000276291	0.00025228	0.002224848	0.002622983	0.015469427	0.003297316	0.000882254	0.003302237	0.001511919	0.003409289	0.002243868	0.003305317	0.004635066	0.002789726	0.003616426	0.002916024	0.004486703	0.000710668	0.00439783	0.003302762	0.000242848	0.000124811	0.000180643	0.000250271	0.000271833	0.000222847	9.68833E-05	0.000304484	0.002804311	9.80104E-05	0.002544253	0.001728701	0.011041984	0.15640813	0.003201374	0.061286819	0.132064783	0.166103776	0.049179246	0.006995279	0.001861172	0.008803336	0.010842731	0.19332763	0.010774981	0.001601442	0.002571899	0.004724704	0.000178555	0.144763354	0.072109834	0.000152045	0.031580593	0.001886327	0.000298718	0.006282242	0.006579567	0.006654177	0.003513081	0.011779596	0.000749452	0.003800729	0.017972584	0.00032414	0.028901647	0.019515567	0.025559886	0.004672897	0.089427347	0.092856838	0.094341418	0.12158832	0.000221797	0.006520661
